,Country,2008,2010,2012,2014
233,TURKMENISTAN,47.826,48.402,49.023,49.688
234,LATIN AMERICA & THE CARIBBEAN (IDA & IBRD COUNTRIES),77.81381194,78.42991358,79.02742966,79.59769895
235,TIMOR-LESTE,28.203000000000003,29.506999999999998,30.831999999999997,32.131
236,MIDDLE EAST & NORTH AFRICA (IDA & IBRD COUNTRIES),58.03672381,58.68157907,59.34593832,60.01072879
237,TONGA,23.281,23.389,23.498,23.631999999999998
238,SOUTH ASIA (IDA & IBRD),30.21417853,30.986241200000002,31.77908415,32.60337557
239,SUB-SAHARAN AFRICA (IDA & IBRD COUNTRIES),34.26350013,35.23882907,36.23214329,37.23573385
240,TRINIDAD AND TOBAGO,9.408,9.092,8.795,8.55
241,TUNISIA,65.601,65.934,66.274,66.645
242,TURKEY,69.562,70.715,71.834,72.891
243,TUVALU,52.765,54.79600000000001,56.815,58.782
244,TANZANIA,26.776,28.114,29.493000000000002,30.901
245,UGANDA,13.892000000000001,14.492,15.115,15.765999999999998
246,UKRAINE,68.325,68.686,69.072,69.482
247,UPPER MIDDLE INCOME,57.81981585,59.69563454,61.54429919,63.290631700000006
248,URUGUAY,93.99799999999999,94.414,94.803,95.152
249,UNITED STATES,80.438,80.77199999999999,81.108,81.447
250,UZBEKISTAN,36.305,36.191,36.181999999999995,36.278
251,ST. VINCENT AND THE GRENADINES,48.071000000000005,48.785,49.495,50.2
252,"VENEZUELA, RB",88.68700000000001,88.76899999999999,88.851,88.941
253,BRITISH VIRGIN ISLANDS,44.048,44.645,45.253,45.872
254,VIRGIN ISLANDS (U.S.),94.23899999999999,94.594,94.916,95.20299999999999
255,VIETNAM,29.128,30.392,31.668000000000003,32.951
256,VANUATU,23.985,24.589000000000002,25.2,25.816999999999997
257,WORLD,50.49158719,51.48550467,52.45575211,53.39833164
258,SAMOA,20.524,20.078,19.639,19.26
259,KOSOVO,0.0,0.0,0.0,0.0
260,"YEMEN, REP.",30.601999999999997,31.732,32.874,34.027
261,SOUTH AFRICA,61.153999999999996,62.218,63.272,64.298
262,ZAMBIA,37.875,38.725,39.586999999999996,40.472
263,ZIMBABWE,33.56,33.196,32.834,32.501
